name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kaduwela,2012-12-02,31.1,22.1,26.2,33.5,22.1,26.9,20.4,72,0,0,0,,,,,22.3,19.9,1010.2,26.5,12.1,270.7,23.4,9,,2012-12-02T06:07:11,2012-12-02T17:51:53,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-03,30.1,22.1,26.5,34.8,22.1,28.3,22.3,78.2,0.1,100,4.17,rain,,,,16.6,4.8,1009,30.8,12,217.8,18.8,8,,2012-12-03T06:07:39,2012-12-03T17:52:12,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2012-12-04,29.7,24.1,26.9,35.3,24.1,29.1,23.9,84,16.319,100,12.5,rain,,,,18.4,236,1007.9,68,12.5,217.8,18.7,8,,2012-12-04T06:08:08,2012-12-04T17:52:32,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-05,30.6,24.7,27.3,35.2,24.7,29.5,23.4,79.8,0.419,100,8.33,rain,,,,16.6,255.2,1008.2,68.2,13.4,245.7,21.1,9,,2012-12-05T06:08:37,2012-12-05T17:52:52,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2012-12-06,31.1,24.1,27,36.4,24.1,28.9,23.3,80.7,0.311,100,12.5,rain,,,,16.6,40.1,1009.7,65.1,12.5,159.4,13.6,6,,2012-12-06T06:09:06,2012-12-06T17:53:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-07,31.1,24.7,27.4,35.8,24.7,29.5,23.4,80,0.067,100,12.5,rain,,,,14.8,36.2,1009.9,59.3,12.9,167.9,14.5,6,,2012-12-07T06:09:36,2012-12-07T17:53:36,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-08,30.2,24.1,27,33.9,24.1,28.2,22.1,75.8,0.492,100,4.17,rain,,,,16.6,55.6,1010.6,69.8,13.1,119,10.2,5,,2012-12-08T06:10:06,2012-12-08T17:53:59,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-09,32.1,24.3,27.4,35.9,24.3,28.9,22.4,75.5,0.221,100,8.33,rain,,,,14.8,47.7,1010.2,76.6,13,189.6,16.4,7,,2012-12-09T06:10:36,2012-12-09T17:54:23,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-10,31.1,23.1,27.1,35,23.1,28.6,22.2,75.9,0.706,100,4.17,rain,,,,16.6,20.6,1009.8,55.3,13.1,217.8,18.6,8,,2012-12-10T06:11:06,2012-12-10T17:54:47,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-11,32.1,21.1,26.4,34.5,21.1,27.6,21.3,74.8,0,0,0,,,,,13,12.6,1010.1,57,13.1,233.2,20.2,8,,2012-12-11T06:11:36,2012-12-11T17:55:12,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-12,31.1,22.1,26.9,35.6,22.1,28.8,22.4,77.2,0,0,0,,,,,16.6,331.3,1010.2,50.4,13,242.9,20.9,9,,2012-12-12T06:12:07,2012-12-12T17:55:37,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2012-12-13,32.1,22.1,26.9,34.3,22.1,27.9,20.9,71.4,0,0,0,,,,,20.5,29.2,1011,47.4,12.5,257.8,22.2,9,,2012-12-13T06:12:37,2012-12-13T17:56:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2012-12-14,33.1,21.1,27.1,34.1,21.1,27.7,19.7,66.2,0,0,0,,,,,29.5,35.8,1011.8,42.7,12.6,245,21.4,8,,2012-12-14T06:13:08,2012-12-14T17:56:30,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-15,29.6,23.1,26.2,33,23.1,27.3,22.2,78.9,0.024,100,8.33,rain,,,,25.9,38.5,1011.8,70,12.2,126.9,10.9,5,,2012-12-15T06:13:38,2012-12-15T17:56:57,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-16,29.8,24.1,26.1,33.3,24.1,26.9,22.7,82.2,1.697,100,25,rain,,,,27.7,32.7,1010.6,85.4,12.4,129.7,11.4,5,,2012-12-16T06:14:09,2012-12-16T17:57:25,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-17,26.6,23.9,24.6,26.6,23.9,24.6,23.1,91.3,32.197,100,33.33,rain,,,,29.5,22.1,1009.7,94.9,10.5,86.9,7.5,3,,2012-12-17T06:14:39,2012-12-17T17:57:53,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-18,28.1,23.1,25,31.7,23.1,25.5,23,88.8,27.57,100,16.67,rain,,,,22.3,45.7,1010.3,86.8,11.5,61.3,5.2,2,,2012-12-18T06:15:10,2012-12-18T17:58:21,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-19,28.3,23.1,25.6,31.7,23.1,26.7,22.6,83.7,0.004,100,4.17,rain,,,,11.2,51.9,1009.4,76.9,12.5,134.3,11.6,5,,2012-12-19T06:15:40,2012-12-19T17:58:50,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2012-12-20,30.1,23.7,26.5,35.2,23.7,28.2,23,82.1,5.147,100,12.5,rain,,,,16.6,38.7,1008.3,63.7,12.6,186,16,6,,2012-12-20T06:16:10,2012-12-20T17:59:19,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2012-12-21,31.1,23.8,26.3,35,23.8,27.7,23.2,83.6,4.35,100,16.67,rain,,,,20.5,50.7,1008.5,71.3,12.8,211.4,18.2,8,,2012-12-21T06:16:40,2012-12-21T17:59:49,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-22,28.7,23.8,25.2,32.5,23.8,25.8,22.5,85.8,0.659,100,16.67,rain,,,,22.3,36.6,1009.4,77.4,12.3,63.7,5.4,2,,2012-12-22T06:17:10,2012-12-22T18:00:19,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2012-12-23,30.1,23.1,26.2,34.2,23.1,27.2,22.3,80.1,1.129,100,12.5,rain,,,,24.1,35.6,1009.4,80.9,12.9,111.9,9.6,4,,2012-12-23T06:17:40,2012-12-23T18:00:49,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-24,31.1,24.1,27.1,36.1,24.1,28.8,22.9,78.5,3.388,100,12.5,rain,,,,24.1,25.1,1008.4,76.7,12.4,158.6,13.8,6,,2012-12-24T06:18:09,2012-12-24T18:01:20,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2012-12-25,30.1,24.1,26.6,35.3,24.1,28.2,23.6,84.3,3.044,100,20.83,rain,,,,16.6,21.4,1007.7,81.3,12.7,202.7,17.5,8,,2012-12-25T06:18:38,2012-12-25T18:01:50,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-26,31.1,24.8,26.5,36,24.8,28,23.6,84.5,18.084,100,25,rain,,,,20.5,19.2,1007.4,80.6,12.7,144.4,12.5,6,,2012-12-26T06:19:06,2012-12-26T18:02:21,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-27,29.1,24,26,34,24,27.3,23.7,87.3,9.327,100,20.83,rain,,,,18.4,19.7,1007,84.7,12.2,140.5,12,7,,2012-12-27T06:19:34,2012-12-27T18:02:52,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-28,30.1,24.1,26.7,36.3,24.1,29,24.1,86.5,16.304,100,12.5,rain,,,,17.3,348.4,1005.9,78.5,11.7,98.3,8.4,4,,2012-12-28T06:20:02,2012-12-28T18:03:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-29,31.1,25.1,27.5,37.9,25.1,29.8,24.5,84.4,1.124,100,12.5,rain,,,,18.4,11.6,1006.5,77.5,12.4,173.4,15,6,,2012-12-29T06:20:29,2012-12-29T18:03:54,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-30,30.7,24.1,26.5,36.7,24.1,28.4,23.8,85.7,1.038,100,4.17,rain,,,,20.5,340.8,1008.5,61.3,12.6,202.9,17.5,8,,2012-12-30T06:20:56,2012-12-30T18:04:25,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2012-12-31,32.1,24.1,27.8,36.8,24.1,30.1,23.2,77.4,0.073,100,4.17,rain,,,,25.9,52.1,1008.3,76.7,12.1,154.9,13.2,5,,2012-12-31T06:21:23,2012-12-31T18:04:56,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-01-01,32.1,24.1,27.6,35.9,24.1,29.3,22.5,75,0.116,100,4.17,rain,,,,20.5,36.5,1009.5,72.1,11.6,192.7,16.7,7,,2013-01-01T06:21:48,2013-01-01T18:05:27,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-02,31.1,24.1,27.2,35.7,24.1,29.2,22.6,76.6,0.006,100,4.17,rain,,,,16.6,13,1010.6,69.5,12.1,158.1,13.6,5,,2013-01-02T06:22:13,2013-01-02T18:05:58,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-03,28.4,24.1,25.8,32.3,24.1,26.4,23.1,85.5,1.519,100,16.67,rain,,,,22.3,25.7,1011.3,64.1,11.5,190,16.4,7,,2013-01-03T06:22:38,2013-01-03T18:06:29,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-04,26.9,23.8,25.1,29.6,23.8,25.2,23.1,89,2.303,100,25,rain,,,,21.6,37.8,1010.7,97.9,10.6,159.4,13.8,6,,2013-01-04T06:23:02,2013-01-04T18:07:00,0.74,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-05,29.8,24.8,26.7,32.7,24.8,27.8,22.6,79.2,0.513,100,12.5,rain,,,,25.9,34.8,1008.1,96.1,11.2,91.5,8,3,,2013-01-05T06:23:25,2013-01-05T18:07:30,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-01-06,30.1,24.1,27,33,24.1,28.3,21.8,74.2,0.01,100,4.17,rain,,,,20.5,31.8,1008.3,89.6,11.6,133.3,11.6,5,,2013-01-06T06:23:48,2013-01-06T18:08:01,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-07,28.2,23.1,25.1,31.7,23.1,25.5,22.3,84.5,18.67,100,29.17,rain,,,,24.1,30.5,1009.6,94.5,10.6,55.2,4.8,2,,2013-01-07T06:24:10,2013-01-07T18:08:31,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-08,30.1,22.1,26.3,34.3,22.1,27.8,23,82.7,2.3,100,16.67,rain,,,,15.3,5.9,1010.5,73.6,13,151,12.9,5,,2013-01-08T06:24:31,2013-01-08T18:09:01,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-09,30.1,24.1,26.8,35.4,24.1,28.3,23.2,81.7,35.597,100,16.67,rain,,,,20.5,3.8,1010.5,73.3,12.4,149.5,13,5,,2013-01-09T06:24:52,2013-01-09T18:09:30,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-10,25.6,24.1,25,25.6,24.1,25,23.5,91.5,4.655,100,20.83,rain,,,,18.4,29.9,1010.4,88,10.6,103.3,9,4,,2013-01-10T06:25:12,2013-01-10T18:10:00,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-11,29.1,23.6,26.6,32.9,23.6,27.9,22.6,79.5,10.53,100,8.33,rain,,,,27.7,40.1,1010.4,77.1,11,171.9,14.9,7,,2013-01-11T06:25:31,2013-01-11T18:10:29,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-01-12,31.2,23.1,26.7,33.8,23.1,27.6,21,72.1,0.011,100,4.17,rain,,,,27.7,32.9,1011.8,53.5,12,236.2,20.6,8,,2013-01-12T06:25:49,2013-01-12T18:10:57,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-13,29.6,22.8,25.7,30.7,22.8,26.1,19.1,67.5,0,0,0,,,,,31.3,31.9,1011,67.7,12.7,242.5,21.1,8,,2013-01-13T06:26:06,2013-01-13T18:11:25,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-14,30.1,20.1,24.9,31.1,20.1,25.3,19,71,0,0,0,,,,,22.3,30.4,1010.8,59.5,12.6,266.2,23,9,,2013-01-14T06:26:23,2013-01-14T18:11:53,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-15,31.1,22.1,26.1,32.4,22.1,26.8,19.4,68,0,0,0,,,,,20.5,34.2,1011,27.3,12.2,277.7,24.1,10,,2013-01-15T06:26:38,2013-01-15T18:12:21,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-16,32.3,21.9,26.6,33.4,21.9,27,19.4,66.7,0,0,0,,,,,25.9,39,1011.8,37.1,12.5,282.9,24.5,10,,2013-01-16T06:26:53,2013-01-16T18:12:47,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-17,32.1,21.1,26.3,33.3,21.1,26.8,19,66.3,0,0,0,,,,,18.4,29.4,1012.3,36.4,12.5,283.2,24.5,10,,2013-01-17T06:27:07,2013-01-17T18:13:14,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-18,31.1,22.1,26.2,32,22.1,26.6,19.2,67.2,0,0,0,,,,,22.3,22.1,1012.3,24.8,11.5,277,24.1,10,,2013-01-18T06:27:20,2013-01-18T18:13:40,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-19,32.1,20.1,25.9,32.7,20.1,26.7,19.1,67.5,0,0,0,,,,,24.1,17.4,1012.2,31.5,11.8,285.5,24.8,10,,2013-01-19T06:27:32,2013-01-19T18:14:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-01-20,30.1,22.1,26.3,35.2,22.1,28,22.2,78.6,0.2,100,4.17,rain,,,,18.4,4.8,1011.8,47.2,12.3,212.5,18.5,7,,2013-01-20T06:27:43,2013-01-20T18:14:30,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-21,32.1,24.1,27.7,35.8,24.1,29.3,21.4,70,0,0,0,,,,,29.5,28.2,1011.9,49.9,13,271.9,23.4,9,,2013-01-21T06:27:53,2013-01-21T18:14:54,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-22,33.1,22.1,27.2,34.2,22.1,28,20.1,67.1,0,0,0,,,,,27.7,31.7,1012.2,43.1,13,277.8,24.1,10,,2013-01-22T06:28:03,2013-01-22T18:15:18,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-23,30,24.1,26.1,33.7,24.1,27.1,22.8,82.7,0.696,100,12.5,rain,,,,18.4,31.7,1012.3,75.2,11.5,203.7,17.5,8,,2013-01-23T06:28:11,2013-01-23T18:15:41,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-24,30.2,24.1,26.3,34.5,24.1,27.5,22.6,80.8,0.118,100,20.83,rain,,,,29.5,34.5,1012.1,69.6,12.2,58.8,5,2,,2013-01-24T06:28:18,2013-01-24T18:16:03,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-25,30.4,24.1,26.8,34.2,24.1,28.1,22,75.6,0.175,100,8.33,rain,,,,22.3,31.4,1011.9,82.5,12.7,217.9,18.9,8,,2013-01-25T06:28:25,2013-01-25T18:16:25,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-26,31.1,23.9,27.2,35.8,23.9,29,22,74.1,0.1,100,4.17,rain,,,,22.3,23,1012,52.9,12.5,263.6,22.7,9,,2013-01-26T06:28:30,2013-01-26T18:16:46,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-27,33.1,24,27.6,35.4,24,28.3,19.5,63.1,0,0,0,,,,,22.3,35.2,1012.3,45.5,12.6,258.3,22.3,9,,2013-01-27T06:28:35,2013-01-27T18:17:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-28,33.8,23.1,27.9,35,23.1,28.4,18.8,59.6,0,0,0,,,,,25.9,39.8,1011.9,42.6,12.2,207.7,17.9,8,,2013-01-28T06:28:38,2013-01-28T18:17:27,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-01-29,33.1,22.1,27.1,33.2,22.1,27.4,18.7,62.6,0,0,0,,,,,24.1,28,1011.5,27.6,12,286.3,24.8,10,,2013-01-29T06:28:41,2013-01-29T18:17:46,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-01-30,33.1,19.1,26.8,32.7,19.1,27,18,61.6,0,0,0,,,,,24.1,40,1011.6,23.8,12.3,288.2,24.8,10,,2013-01-30T06:28:42,2013-01-30T18:18:04,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-01-31,33.1,21.1,26.9,33.6,21.1,27.2,17.9,60.3,0,0,0,,,,,24.1,32.6,1011.8,18.4,11.8,288.6,24.8,10,,2013-01-31T06:28:43,2013-01-31T18:18:22,0.64,Clear,Clear conditions throughout the day.,clear-day,"43450099999,43467099999,43486099999,43441099999,43466099999"
kaduwela,2013-02-01,33.1,22.1,27.2,35.7,22.1,28.5,20.5,68.2,0,0,0,,,,,29.5,27.6,1011.4,47.1,12,280.1,24.4,10,,2013-02-01T06:28:43,2013-02-01T18:18:39,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-02,33.1,24.1,27.6,36.5,24.1,29.3,22,72.6,0,0,0,,,,,25.9,22.1,1010.8,46.6,12.7,281.2,24.4,10,,2013-02-02T06:28:41,2013-02-02T18:18:56,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-03,32.2,23.1,27.6,35.6,23.1,28.8,21.7,72.1,0,0,0,,,,,25.9,25,1011,40.8,12.8,273.9,23.7,9,,2013-02-03T06:28:39,2013-02-03T18:19:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-02-04,31.1,24.1,26.8,35.6,24.1,28.2,22.2,76.7,0.065,100,4.17,rain,,,,18.4,12.1,1012.4,58.5,12.6,278.3,24.1,9,,2013-02-04T06:28:36,2013-02-04T18:19:27,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-05,33.1,23.1,27.5,36.2,23.1,29.2,21.7,72.5,0,0,0,,,,,18.4,42.7,1012.6,72.7,12,133,11.3,5,,2013-02-05T06:28:32,2013-02-05T18:19:41,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-06,32.1,24.6,27.1,35.6,24.6,28.7,23.1,79.6,12.345,100,8.33,rain,,,,14.8,13,1012.8,80.1,12,143.6,12.3,5,,2013-02-06T06:28:27,2013-02-06T18:19:55,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-07,32.1,23.1,26.8,36.9,23.1,28.4,22.6,79.1,2.985,100,8.33,rain,,,,16.6,15.7,1011,62.6,11.9,220.1,18.9,8,,2013-02-07T06:28:21,2013-02-07T18:20:08,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-08,30.1,24.1,27,35.2,24.1,29,23.1,79.9,27.713,100,4.17,rain,,,,13,218.5,1010.3,72.8,11.4,96.4,8.3,3,,2013-02-08T06:28:14,2013-02-08T18:20:20,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43450099999,43467099999,43486099999,43441099999,remote,43466099999"
kaduwela,2013-02-09,31.1,24.1,27.2,36.1,24.1,29.3,23.6,81.6,0.259,100,8.33,rain,,,,14.8,266.4,1009.8,58.1,11.1,281.7,24.4,10,,2013-02-09T06:28:06,2013-02-09T18:20:32,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-10,33.1,24.1,27.7,36.7,24.1,29.5,22.5,75.2,31.142,100,8.33,rain,,,,25.9,33.3,1009,57.2,12.4,269.6,23.3,9,,2013-02-10T06:27:58,2013-02-10T18:20:43,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-11,30.9,24.6,27.2,34.7,24.6,28.5,22.2,74.6,0.012,100,8.33,rain,,,,25.9,38.4,1008.7,80.7,12.6,147.8,12.6,5,,2013-02-11T06:27:48,2013-02-11T18:20:53,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-12,29.1,23.1,25.6,32.4,23.1,26.5,22,80.5,0.234,100,8.33,rain,,,,25.9,41,1008.7,76.5,13.4,150,12.9,5,,2013-02-12T06:27:38,2013-02-12T18:21:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-13,31.1,23.8,26.3,35.6,23.8,27.6,22.9,82,21.159,100,20.83,rain,,,,22.7,50.2,1008,83.8,12.8,125.5,10.9,4,,2013-02-13T06:27:26,2013-02-13T18:21:11,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
kaduwela,2013-02-14,29.3,23.1,25.7,33.1,23.1,27.1,23,85.6,23.772,100,20.83,rain,,,,18.7,54.1,1010,92.3,12.1,183.1,15.6,6,,2013-02-14T06:27:14,2013-02-14T18:21:19,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43450099999,43467099999,43486099999,43441099999,43466099999,remote"
